AST_PER_GAME,BLK_PER_GAME,CONF_RANKS,CONTINENT,DRAFT_PICK,DRAFT_ROUND,DREB_PER_GAME,FG3A_PER_GAME,FG3M_PER_GAME,FGA_PER_GAME,FGM_PER_GAME,FROM_TANKING,FTA_PER_GAME,FTM_PER_GAME,GP,GS,HEIGHT,MIN,NEW_TEAM,OREB_PER_GAME,PF_PER_GAME,PLAYER,PLAYER_AGE,POSITION,PTS_PER_GAME,REB_PER_GAME,STL_PER_GAME,TEAM_ID,TOV_PER_GAME,TO_TANKING,WEIGHT,YEARS_IN_LEAGUE
1.232,0.304,1,1,5,1,1.893,1.857,0.536,5.857,2.857,0,2.089,1.554,56,36,203.2,1091,0,0.679,1.768,Jeff Green,36,3,7.804,2.571,0.321,1610612743,0.821,0,235,15
0.898,1.847,5,1,36,2,4.881,0.0,0.0,4.746,3.186,0,2.068,1.0,59,16,213.4,1589,0,4.525,2.712,Mitchell Robinson,24,4,7.373,9.407,0.949,1610612752,0.695,0,240,5
1.047,0.188,3,1,-1,-1,1.859,3.797,1.391,5.688,2.406,0,0.672,0.531,64,3,193.0,841,0,0.312,1.625,Terence Davis,25,1,6.734,2.172,0.672,1610612758,0.828,0,201,4
1.574,0.475,2,1,35,2,3.049,0.246,0.066,5.016,3.082,0,1.459,0.803,61,61,200.7,1180,0,1.984,1.59,Xavier Tillman,24,3,7.033,5.033,0.951,1610612763,0.721,0,245,0
3.5,0.145,15,1,29,1,1.371,2.903,1.129,5.661,2.419,0,1.161,0.919,62,2,190.5,1227,0,0.339,1.419,Cory Joseph,31,1,6.887,1.71,0.548,1610612765,0.903,0,200,12
1.981,0.264,10,1,-1,-1,3.094,2.528,0.943,6.528,3.377,0,0.736,0.321,53,33,198.1,1206,0,1.83,2.113,Kenrich Williams,28,2,8.019,4.925,0.849,1610612760,0.604,0,210,5
1.354,0.146,11,1,37,2,1.625,3.25,1.312,6.938,3.042,0,1.646,1.354,48,48,190.5,708,0,0.229,1.333,Jaden Hardy,20,1,8.75,1.854,0.354,1610612742,0.958,0,198,0
1.548,0.323,6,1,-1,-1,2.565,3.21,1.177,5.065,2.387,0,0.968,0.742,62,62,198.1,1195,1,0.903,2.161,Anthony Lamb,25,3,6.694,3.468,0.452,1610612744,0.871,0,227,0
0.524,0.19,13,1,9,1,2.27,2.952,1.032,5.27,2.413,0,0.952,0.73,63,47,200.7,952,1,0.54,1.508,Kevin Knox II,23,3,6.587,2.81,0.381,1610612757,0.794,0,215,5
2.896,0.612,10,1,42,2,3.03,3.567,1.194,5.373,2.149,0,0.97,0.701,67,0,188.0,1817,1,0.657,2.791,Patrick Beverley,34,1,6.194,3.687,0.94,1610612741,0.896,0,180,11
2.71,0.419,12,1,-1,-1,2.387,1.903,0.613,5.694,2.548,0,1.113,0.855,62,62,190.5,1105,0,0.919,1.532,Jordan Goodwin,24,1,6.565,3.306,0.935,1610612764,0.919,0,200,0
1.244,0.78,5,2,43,2,3.988,0.451,0.098,3.988,2.134,0,0.866,0.585,82,0,213.4,1628,1,2.549,2.598,Isaiah Hartenstein,24,4,4.951,6.537,0.646,1610612752,0.805,0,250,5
0.493,0.403,10,1,9,1,4.567,0.045,0.0,4.09,2.478,0,1.866,1.0,67,11,210.8,849,1,2.06,1.746,Andre Drummond,29,5,5.955,6.627,0.672,1610612741,1.119,0,279,11
0.677,0.2,11,1,-1,-1,2.4,2.385,0.738,4.908,1.892,0,2.231,1.6,65,0,200.7,1083,0,0.954,1.215,Oshae Brissett,24,2,6.123,3.354,0.508,1610612754,0.523,0,210,4
1.229,0.25,13,1,19,1,1.604,4.542,1.958,6.396,2.875,0,0.625,0.562,48,5,193.0,1184,0,0.438,1.938,Gary Harris,28,1,8.271,2.042,0.938,1610612753,0.583,0,210,9
1.186,0.486,7,1,20,1,3.3,1.486,0.429,4.6,2.257,0,1.114,0.7,70,70,203.2,1042,0,0.729,1.614,Jalen Johnson,21,3,5.643,4.029,0.543,1610612737,0.586,0,219,0
1.425,0.35,13,1,10,1,1.75,3.6,1.125,7.8,3.475,0,1.875,1.6,40,23,200.7,990,1,0.45,1.8,Cam Reddish,23,2,9.675,2.2,0.975,1610612757,1.175,0,217,4
0.419,1.047,14,1,15,1,4.907,0.0,0.0,5.837,3.721,0,2.256,1.558,43,43,213.4,828,0,2.163,2.186,Mark Williams,21,5,9.0,7.07,0.651,1610612766,0.93,0,240,0
5.235,0.353,5,1,1,1,2.294,3.206,0.971,9.941,4.059,0,3.324,2.265,34,31,190.5,755,0,0.412,1.735,John Wall,32,1,11.353,2.706,0.794,1610612746,2.353,0,210,11
0.794,0.381,2,1,44,2,2.635,3.286,1.286,4.635,2.079,0,0.825,0.635,63,0,210.8,945,1,0.587,1.556,Mike Muscala,31,4,6.079,3.222,0.238,1610612738,0.365,1,240,10
2.0,0.232,9,1,40,2,2.179,3.214,1.179,6.5,2.464,0,0.839,0.661,56,3,195.6,993,1,0.268,1.0,Will Barton,31,1,6.768,2.446,0.5,1610612761,0.857,0,181,11
1.283,0.189,6,1,52,2,1.245,1.642,0.585,5.075,2.34,0,2.038,1.868,53,0,193.0,736,0,0.245,1.566,Edmond Sumner,26,1,7.132,1.491,0.585,1610612751,0.943,0,196,5
2.881,0.687,10,1,-1,-1,2.299,2.254,0.821,4.269,1.94,0,1.09,0.881,67,12,195.6,1575,0,0.627,2.373,Alex Caruso,28,1,5.582,2.925,1.463,1610612741,1.149,0,186,6
1.141,0.234,14,1,24,1,0.797,1.391,0.328,5.141,2.391,0,0.938,0.703,64,64,193.0,786,0,0.312,0.922,Josh Christopher,21,1,5.812,1.109,0.516,1610612745,0.938,0,215,0
0.529,0.515,7,3,-1,-1,2.5,0.529,0.147,3.824,2.279,0,1.235,0.765,68,0,205.7,1024,0,1.706,2.118,Wenyen Gabriel,25,3,5.471,4.206,0.382,1610612747,0.676,0,205,4
3.88,0.34,12,1,20,1,2.44,2.38,0.82,5.82,2.76,0,1.2,1.04,50,1,195.6,1221,1,1.16,1.18,Delon Wright,30,1,7.38,3.6,1.84,1610612764,0.88,1,185,8
0.895,0.404,6,1,-1,-1,2.333,1.947,0.737,4.421,2.386,0,1.175,0.912,57,0,205.7,797,1,1.263,1.842,JaMychal Green,32,4,6.421,3.596,0.439,1610612744,0.912,0,227,9
2.603,0.069,1,2,45,2,1.121,2.5,0.897,5.776,2.431,0,0.776,0.534,58,1,193.0,870,1,0.276,1.121,Goran Dragic,36,1,6.293,1.397,0.224,1610612749,1.086,0,190,15
1.389,0.347,2,1,-1,-1,3.417,2.458,0.833,4.444,1.917,0,0.5,0.389,72,0,195.6,1494,0,0.889,1.556,John Konchar,26,1,5.056,4.306,1.069,1610612763,0.514,0,210,4
1.831,0.356,8,1,17,1,1.458,2.695,1.034,5.0,2.22,0,1.017,0.678,59,1,195.6,884,1,0.254,1.492,Nickeil Alexander-Walker,24,1,6.153,1.712,0.542,1610612750,0.932,0,205,4
1.391,0.196,11,1,13,1,2.087,3.783,1.196,7.239,2.674,0,1.565,1.326,46,46,195.6,897,0,0.413,1.413,Chris Duarte,26,1,7.87,2.5,0.543,1610612754,0.891,0,190,0
1.298,0.123,10,2,12,1,2.702,2.018,0.789,4.86,2.228,0,1.333,1.105,57,25,208.3,806,0,0.93,1.737,Dario Saric,28,4,6.351,3.632,0.351,1610612760,0.965,0,225,6
2.31,1.095,2,4,12,1,6.452,0.024,0.0,6.262,3.738,0,3.071,1.119,42,10,210.8,1133,0,5.095,2.333,Steven Adams,29,5,8.595,11.548,0.857,1610612763,1.881,0,265,10
0.776,0.224,1,1,21,1,1.75,1.263,0.447,3.803,1.882,0,0.842,0.526,76,76,198.1,1181,0,0.632,1.329,Christian Braun,22,1,4.737,2.382,0.539,1610612743,0.461,0,220,0
0.926,0.37,13,1,25,1,2.111,2.926,1.074,5.611,2.481,0,0.852,0.611,54,5,195.6,976,0,0.5,1.222,Nassir Little,22,2,6.648,2.611,0.37,1610612757,0.667,0,220,4
0.788,0.538,15,1,42,2,2.212,3.904,1.423,5.538,2.308,0,0.75,0.615,52,52,198.1,1199,0,0.538,1.981,Isaiah Livers,24,3,6.654,2.75,0.538,1610612765,0.577,0,232,0
2.325,0.125,4,1,26,1,1.4,4.975,1.875,7.5,2.825,0,1.275,1.125,40,2,193.0,807,0,0.275,1.525,Landry Shamet,25,1,8.65,1.675,0.65,1610612756,0.9,1,190,5
0.532,0.306,4,1,-1,-1,2.565,1.532,0.484,4.645,2.081,0,0.919,0.645,62,62,198.1,1121,0,0.774,1.274,Lamar Stevens,25,3,5.29,3.339,0.435,1610612739,0.435,0,230,0
0.808,0.154,12,2,-1,-1,1.058,3.673,1.212,6.0,2.212,0,0.846,0.673,52,52,200.7,766,0,0.596,1.192,Simone Fontecchio,27,3,6.308,1.654,0.288,1610612762,0.75,0,209,0
0.939,0.878,7,1,6,1,3.408,2.531,0.98,4.918,2.388,0,1.265,0.837,49,1,213.4,768,1,1.184,2.143,Mo Bamba,24,5,6.592,4.592,0.265,1610612747,0.612,0,231,5
0.828,0.293,6,5,-1,-1,1.914,2.328,1.034,4.0,1.966,0,0.81,0.586,58,0,203.2,928,1,0.517,1.379,Yuta Watanabe,28,2,5.552,2.431,0.431,1610612751,0.379,0,215,5
0.606,0.318,3,1,49,2,2.288,0.576,0.136,3.318,1.955,0,1.106,0.818,66,0,205.7,689,0,0.712,1.227,Chimezie Metu,25,4,4.864,3.0,0.333,1610612758,0.485,0,225,5
0.579,0.439,3,1,32,2,1.614,0.105,0.0,3.667,2.193,0,1.772,1.228,57,1,200.7,681,1,1.175,1.316,Montrezl Harrell,28,4,5.614,2.789,0.298,1610612755,0.614,0,240,8
0.531,0.578,10,1,-1,-1,1.453,1.25,0.422,3.594,1.797,0,1.312,0.969,64,16,198.1,893,0,0.938,1.344,Derrick Jones Jr.,25,3,4.984,2.391,0.453,1610612741,0.391,0,210,7
3.261,0.13,1,4,-1,-1,2.5,4.413,1.804,5.391,2.348,0,0.457,0.391,46,18,205.7,1044,1,0.283,1.609,Joe Ingles,34,2,6.891,2.783,0.717,1610612749,1.196,0,220,8
0.952,0.286,4,1,14,1,2.262,1.595,0.524,6.429,3.143,0,0.833,0.667,42,1,203.2,687,0,0.619,1.548,T.J. Warren,29,3,7.476,2.881,0.524,1610612756,0.476,0,220,8
3.0,0.111,6,1,24,1,1.578,2.0,0.778,5.378,2.622,0,0.911,0.844,45,0,195.6,816,1,0.156,1.422,Ty Jerome,25,2,6.867,1.733,0.511,1610612744,0.667,0,195,4
0.81,0.111,6,1,14,1,1.222,2.143,0.778,3.603,1.714,0,0.841,0.587,63,63,195.6,817,0,0.444,0.857,Moses Moody,21,1,4.794,1.667,0.286,1610612744,0.54,0,211,0
1.149,0.191,15,1,24,1,1.468,2.468,0.872,5.043,2.17,0,1.617,1.213,47,47,193.0,750,1,0.383,1.085,R.J. Hampton,22,1,6.426,1.851,0.574,1610612765,0.894,0,175,0
1.163,0.302,15,1,14,1,1.326,1.419,0.372,6.023,2.814,0,1.302,0.907,43,2,195.6,844,0,1.326,1.558,Romeo Langford,23,2,6.907,2.651,0.558,1610612759,0.698,0,216,4
1.333,0.233,1,2,49,2,1.733,1.917,0.717,3.783,1.8,0,0.683,0.633,60,0,203.2,889,0,0.4,1.4,Vlatko Cancar,25,3,4.95,2.133,0.367,1610612743,0.617,0,236,4
3.455,0.273,14,2,34,2,2.477,2.159,0.636,5.773,2.318,0,1.682,1.432,44,44,195.6,854,1,0.318,1.386,Theo Maledon,22,1,6.705,2.795,0.841,1610612766,1.341,0,175,0
0.746,0.451,13,1,20,1,1.408,2.085,0.761,3.563,1.549,0,0.394,0.268,71,15,195.6,1200,1,0.563,1.592,Matisse Thybulle,25,2,4.127,1.972,1.169,1610612757,0.338,0,201,4
1.018,0.321,12,1,8,1,2.321,2.321,0.589,5.125,1.946,0,0.875,0.75,56,30,203.2,816,0,0.589,1.214,Rudy Gay,36,2,5.232,2.911,0.339,1610612762,0.661,0,250,17
1.0,0.256,10,1,32,2,2.535,2.581,0.86,5.767,2.558,0,0.977,0.814,43,43,203.2,814,0,1.651,1.651,Jeremiah Robinson-Earl,22,3,6.791,4.186,0.558,1610612760,0.442,0,240,0
6.095,0.571,6,4,1,1,5.31,0.048,0.0,5.595,3.167,0,1.357,0.595,42,42,208.3,1105,0,0.952,3.31,Ben Simmons,26,2,6.929,6.262,1.286,1610612751,2.31,0,240,5
5.636,0.455,12,1,5,1,4.136,1.636,0.773,9.818,5.273,0,2.409,1.864,22,1,190.5,568,1,0.409,2.636,Kris Dunn,28,1,13.182,4.545,1.136,1610612762,1.591,0,205,6
1.551,0.245,10,1,34,2,4.02,2.306,0.939,4.776,2.082,0,1.102,0.776,49,49,205.7,914,0,0.898,2.265,Jaylin Williams,20,3,5.878,4.918,0.571,1610612760,0.755,0,240,0
1.188,0.688,5,1,-1,-1,2.812,2.833,1.125,4.771,2.125,0,0.833,0.625,48,0,200.7,779,0,0.646,1.792,Robert Covington,32,3,6.0,3.458,0.792,1610612746,0.667,0,209,10
0.391,0.739,3,1,58,2,2.174,0.087,0.014,3.029,1.797,0,0.739,0.551,69,69,205.7,755,0,1.623,1.783,Paul Reed,24,3,4.159,3.797,0.667,1610612755,0.652,0,210,0
2.71,0.226,14,1,-1,-1,2.484,1.484,0.419,7.387,3.548,0,2.226,1.613,31,31,195.6,677,0,1.323,3.419,Jae'Sean Tate,27,3,9.129,3.806,0.677,1610612745,1.516,0,230,0
1.429,1.371,2,1,27,1,5.371,0.029,0.0,4.857,3.629,0,1.171,0.714,35,2,205.7,824,0,2.971,1.943,Robert Williams III,24,4,7.971,8.343,0.629,1610612738,0.971,0,237,4
0.7,0.075,15,3,-1,-1,1.7,2.225,0.625,5.7,2.525,0,1.875,1.275,40,40,198.1,645,1,1.075,2.275,Eugene Omoruyi,26,3,6.95,2.775,0.7,1610612765,0.85,0,235,0
0.34,0.434,1,1,22,1,1.377,1.226,0.321,3.698,2.075,0,1.17,0.755,53,53,205.7,728,0,1.226,1.981,Zeke Nnaji,22,4,5.226,2.604,0.321,1610612743,0.585,0,240,0
1.882,1.265,10,2,17,1,3.353,3.059,1.118,7.324,3.176,0,1.029,0.647,34,34,213.4,701,0,1.324,1.706,Aleksej Pokusevski,21,3,8.118,4.676,0.588,1610612760,1.265,0,210,0
1.333,0.021,2,1,26,1,1.312,3.208,1.167,5.104,2.104,0,0.333,0.25,48,48,185.4,643,0,0.521,0.771,Payton Pritchard,25,1,5.625,1.833,0.292,1610612738,0.833,0,195,0
0.786,0.161,3,1,-1,-1,1.518,1.964,0.661,3.518,1.661,0,1.071,0.804,56,0,198.1,807,1,0.161,1.232,Danuel House Jr.,29,2,4.786,1.679,0.25,1610612755,0.464,0,220,7
1.095,0.0,8,1,-1,-1,1.452,4.571,1.5,5.643,2.095,0,0.762,0.69,42,2,200.7,690,0,0.19,1.833,Duncan Robinson,28,3,6.381,1.643,0.333,1610612748,0.667,0,215,5
0.673,0.135,1,1,24,1,1.481,2.731,0.904,4.673,1.846,0,0.712,0.519,52,52,200.7,701,0,0.731,1.365,MarJon Beauchamp,22,3,5.115,2.212,0.404,1610612749,0.865,0,199,0
0.8,0.2,3,1,35,2,2.667,1.867,0.733,3.0,1.28,0,0.307,0.253,75,0,195.6,1920,1,1.267,2.4,P.J. Tucker,37,3,3.547,3.933,0.52,1610612755,0.587,0,245,12
0.918,1.443,4,3,7,1,2.803,0.0,0.0,3.377,1.951,0,1.148,0.41,61,39,203.2,874,0,1.459,1.869,Bismack Biyombo,30,5,4.311,4.262,0.295,1610612756,0.836,0,255,12
1.442,0.279,15,5,54,2,2.674,2.302,0.698,5.349,2.256,0,1.326,0.907,43,43,208.3,660,1,1.628,1.209,Sandro Mamukelashvili,24,4,6.116,4.302,0.326,1610612759,0.814,0,240,0
0.522,0.333,14,1,37,2,1.681,1.783,0.565,3.449,1.377,0,0.681,0.478,69,69,205.7,969,0,0.522,0.957,JT Thor,20,3,3.797,2.203,0.319,1610612766,0.638,0,203,0
0.868,0.342,9,2,35,2,3.211,0.289,0.079,4.447,2.342,0,2.737,2.132,38,11,210.8,458,0,1.526,1.684,Willy Hernangomez,28,4,6.895,4.737,0.447,1610612740,1.026,0,250,7
0.768,0.667,2,1,-1,-1,1.609,0.188,0.043,2.464,1.638,0,0.565,0.464,69,3,218.4,804,0,1.246,1.174,Luke Kornet,27,4,3.783,2.855,0.159,1610612738,0.362,0,250,6
0.481,0.093,7,1,-1,-1,1.148,3.333,1.167,3.722,1.352,0,0.981,0.889,54,0,198.1,686,1,0.204,1.148,Garrison Mathews,26,1,4.759,1.352,0.444,1610612737,0.352,0,215,4
1.442,0.077,8,1,10,1,1.5,2.365,0.827,4.019,1.75,0,0.75,0.577,52,22,193.0,1016,1,0.096,1.538,Austin Rivers,30,1,4.904,1.596,0.538,1610612750,0.442,0,200,11
0.883,0.367,4,1,-1,-1,1.567,2.883,0.95,3.783,1.4,0,0.517,0.433,60,60,195.6,915,0,0.75,1.95,Ish Wainright,28,3,4.183,2.317,0.633,1610612756,0.367,0,250,0
1.413,0.19,7,1,23,1,0.778,1.397,0.571,3.492,1.46,0,0.508,0.429,63,0,182.9,845,1,0.397,1.254,Aaron Holiday,26,1,3.921,1.175,0.587,1610612737,0.571,0,185,5
1.174,0.13,14,1,40,2,1.587,1.739,0.565,4.391,1.739,0,1.739,1.304,46,46,198.1,787,0,0.435,1.043,Bryce McGowens,20,1,5.348,2.022,0.326,1610612766,0.935,0,175,0
1.321,0.075,9,1,29,1,1.151,2.509,0.887,4.566,1.642,0,0.623,0.472,53,53,185.4,691,0,0.283,1.226,Malachi Flynn,25,1,4.642,1.434,0.396,1610612761,0.472,0,175,0
1.4,0.075,6,4,55,2,0.9,3.35,1.225,5.225,2.15,0,0.75,0.625,40,0,182.9,567,0,0.2,0.8,Patty Mills,34,1,6.15,1.1,0.375,1610612751,0.75,0,180,14
2.032,0.129,5,2,-1,-1,1.097,3.581,1.29,8.258,3.032,0,0.774,0.516,31,31,188.0,394,1,0.065,0.742,Duane Washington Jr.,23,1,7.871,1.161,0.194,1610612752,1.097,0,197,0
1.389,0.093,9,1,12,1,1.759,0.63,0.111,3.667,2.0,0,0.481,0.333,54,16,203.2,795,0,1.315,1.63,Thaddeus Young,34,3,4.444,3.074,1.0,1610612761,0.778,0,235,16
6.0,0.583,15,1,1,1,5.167,5.083,1.417,18.667,7.75,0,3.583,3.0,12,12,200.7,400,0,1.0,2.833,Cade Cunningham,21,1,19.917,6.167,0.833,1610612765,3.25,0,220,0
0.796,0.315,8,1,-1,-1,2.426,2.019,0.685,4.0,1.722,0,0.519,0.241,54,54,195.6,969,0,1.056,1.519,Haywood Highsmith,26,3,4.37,3.481,0.667,1610612748,0.833,0,220,0
0.723,0.404,9,1,8,1,1.979,0.617,0.064,3.319,1.83,0,1.766,1.234,47,10,213.4,610,0,0.83,1.426,Jaxson Hayes,22,4,4.957,2.809,0.426,1610612740,0.66,0,220,4
2.391,0.13,11,1,26,1,1.522,2.065,0.739,3.609,1.696,0,1.196,0.913,46,4,193.0,833,1,0.326,1.196,George Hill,36,1,5.043,1.848,0.565,1610612754,0.739,0,188,15
0.771,0.667,6,1,29,1,2.104,0.229,0.125,3.562,1.938,0,1.146,0.729,48,48,205.7,553,0,2.062,1.854,Day'Ron Sharpe,21,5,4.729,4.167,0.312,1610612751,0.875,0,265,0
2.271,0.186,9,4,8,1,2.576,1.458,0.458,3.525,1.475,0,0.678,0.441,59,59,200.7,1042,0,0.61,1.678,Dyson Daniels,20,1,3.847,3.186,0.729,1610612740,0.966,0,199,0
2.316,0.123,14,1,-1,-1,1.404,2.456,0.702,4.158,1.421,0,0.632,0.421,57,57,193.0,914,0,0.316,1.035,Daishen Nix,21,1,3.965,1.719,0.544,1610612745,1.509,0,226,0
0.853,0.387,14,2,23,1,2.493,0.787,0.32,2.36,1.147,0,0.627,0.387,75,75,203.2,970,0,1.6,1.8,Usman Garuba,21,3,3.0,4.093,0.587,1610612745,0.627,0,229,0
0.884,0.791,4,1,23,1,2.419,1.233,0.465,4.256,1.93,0,1.628,0.884,43,6,205.7,616,1,0.791,1.023,Darius Bazley,22,3,5.209,3.209,0.512,1610612756,0.628,0,216,4
1.125,0.125,5,1,36,2,0.578,2.094,0.625,3.359,1.203,0,0.656,0.438,64,64,188.0,760,0,0.203,0.938,Miles McBride,22,1,3.469,0.781,0.578,1610612752,0.391,0,195,0
1.656,0.125,14,2,47,2,1.188,3.094,1.312,5.406,2.406,0,1.219,0.812,32,0,200.7,468,1,0.469,0.719,Svi Mykhailiuk,25,2,6.938,1.656,0.469,1610612766,0.75,0,205,5
1.405,0.811,11,2,-1,-1,2.838,3.027,1.054,4.568,2.081,0,1.027,0.73,37,17,208.3,930,0,0.811,2.297,Maxi Kleber,30,3,5.946,3.649,0.324,1610612742,0.73,0,240,6
0.607,0.232,13,1,57,2,1.482,1.0,0.286,3.536,1.482,0,0.804,0.607,56,56,200.7,619,0,0.857,1.232,Jabari Walker,20,3,3.857,2.339,0.179,1610612757,0.518,0,200,0
0.683,0.268,10,1,-1,-1,1.439,3.951,1.415,4.341,1.707,0,0.488,0.39,41,41,198.1,531,0,0.39,1.024,Lindy Waters III,25,3,5.22,1.829,0.341,1610612760,0.244,0,210,0
0.946,0.162,2,1,10,1,1.703,2.622,0.676,5.297,2.27,0,0.595,0.459,37,37,205.7,561,0,0.432,1.568,Ziaire Williams,21,3,5.676,2.135,0.378,1610612763,1.0,0,185,0
0.467,0.178,11,2,42,2,0.956,3.133,1.222,3.556,1.533,0,0.333,0.289,45,4,208.3,492,0,0.222,1.178,Davis Bertans,30,3,4.578,1.178,0.244,1610612742,0.222,0,225,7
0.841,0.477,4,1,-1,-1,2.955,2.886,1.023,4.023,1.659,0,0.523,0.341,44,0,205.7,892,0,0.455,2.023,Dean Wade,26,4,4.682,3.409,0.636,1610612739,0.386,0,228,4
0.891,0.413,11,1,-1,-1,1.087,3.109,1.0,4.435,1.674,0,0.174,0.109,46,0,198.1,706,1,0.109,1.478,Justin Holiday,33,2,4.457,1.196,0.413,1610612742,0.478,0,180,10
1.371,0.943,15,3,53,2,3.371,0.229,0.086,3.857,2.486,0,1.057,0.629,35,35,205.7,508,1,2.143,2.114,Charles Bassey,22,4,5.686,5.514,0.457,1610612759,1.171,0,230,0
0.872,0.59,1,1,35,2,3.846,0.026,0.026,2.949,2.256,0,1.231,0.564,39,9,210.8,586,1,1.333,1.821,DeAndre Jordan,34,5,5.103,5.179,0.308,1610612743,1.231,0,265,15
0.684,0.5,3,1,-1,-1,2.632,1.026,0.316,3.974,2.026,0,1.289,0.868,38,0,208.3,426,1,0.895,1.974,Dewayne Dedmon,33,5,5.237,3.526,0.237,1610612755,0.658,0,245,10
3.379,0.379,13,1,10,1,3.31,1.552,0.483,6.828,2.793,0,0.966,0.69,29,2,198.1,776,0,1.69,3.069,Justise Winslow,26,2,6.759,5.0,1.034,1610612757,1.483,0,222,8
0.576,0.203,12,1,-1,-1,1.051,0.492,0.068,2.237,1.203,0,1.136,0.831,59,59,203.2,625,0,0.627,1.186,Anthony Gill,30,3,3.305,1.678,0.119,1610612764,0.254,1,230,0
0.588,0.137,13,1,32,2,1.275,2.667,0.902,3.569,1.294,0,0.353,0.294,51,51,203.2,812,0,0.667,1.235,Caleb Houstan,20,1,3.784,1.941,0.235,1610612753,0.353,0,205,0
1.179,0.179,10,2,11,1,2.205,2.513,0.667,4.641,1.949,0,0.59,0.385,39,39,205.7,569,0,0.487,1.077,Ousmane Dieng,20,3,4.949,2.692,0.359,1610612760,0.667,0,185,0
1.206,0.147,14,1,11,1,1.882,3.206,0.971,5.676,2.029,0,0.882,0.588,34,34,193.0,515,0,0.235,1.441,James Bouknight,22,1,5.618,2.118,0.412,1610612766,0.941,0,190,0
1.475,0.15,13,1,21,1,0.825,2.025,0.7,4.45,1.675,0,1.025,0.675,40,40,190.5,416,0,0.275,1.075,Keon Johnson,21,1,4.725,1.1,0.475,1610612757,1.075,0,185,0
0.262,0.619,11,1,18,1,1.833,0.119,0.048,2.976,1.905,0,0.976,0.571,42,7,213.4,355,1,0.714,1.286,JaVale McGee,34,4,4.429,2.548,0.095,1610612742,0.857,0,270,15
2.649,0.135,15,1,25,1,1.892,1.405,0.541,5.811,1.865,0,1.189,0.703,37,37,193.0,669,0,0.324,1.811,Blake Wesley,20,1,4.973,2.216,0.676,1610612759,1.757,0,185,0
0.875,0.031,15,1,-1,-1,1.688,3.031,1.281,4.75,1.938,0,0.688,0.562,32,26,193.0,524,0,0.625,1.219,Rodney McGruder,31,1,5.719,2.312,0.5,1610612765,0.344,0,205,7
0.534,0.983,9,3,33,2,1.5,0.207,0.017,2.586,1.241,0,1.017,0.638,58,58,213.4,802,0,1.448,2.207,Christian Koloko,23,5,3.138,2.948,0.362,1610612761,0.345,0,230,0
0.643,0.071,8,1,52,2,1.071,1.393,0.5,4.143,2.25,0,1.857,1.464,28,28,208.3,243,1,1.179,1.536,Luka Garza,24,5,6.464,2.25,0.107,1610612750,0.5,0,243,0
0.654,0.25,1,1,-1,-1,1.519,2.385,0.75,3.077,1.115,0,0.538,0.462,52,30,195.6,820,0,0.654,1.365,Wesley Matthews,36,1,3.442,2.173,0.385,1610612749,0.346,0,220,14
0.481,0.538,5,1,58,2,2.75,0.019,0.0,2.058,1.596,0,0.308,0.231,52,52,208.3,812,0,1.904,1.846,Jericho Sims,24,5,3.423,4.654,0.288,1610612752,0.519,0,250,0
2.233,0.2,15,1,8,1,2.433,1.333,0.6,4.067,2.167,0,1.3,0.867,30,2,198.1,470,1,0.733,1.6,Stanley Johnson,26,2,5.8,3.167,0.533,1610612759,1.1,0,242,8
1.06,0.1,5,1,-1,-1,0.72,0.8,0.22,2.9,1.12,0,1.26,0.98,50,2,200.7,625,0,0.34,1.0,Amir Coffey,25,2,3.44,1.06,0.14,1610612746,0.42,0,210,4
0.905,0.167,5,1,45,2,2.048,1.429,0.429,3.69,1.595,0,0.976,0.476,42,0,203.2,474,1,0.5,1.262,Isaiah Roby,24,3,4.095,2.548,0.429,1610612752,0.738,0,230,4
3.485,0.182,4,2,5,1,1.848,2.485,0.636,5.394,1.848,0,1.061,0.848,33,24,188.0,566,1,0.273,1.545,Ricky Rubio,31,1,5.182,2.121,0.788,1610612739,0.939,0,190,11
1.488,0.22,2,1,1,1,2.634,1.61,0.561,3.171,1.537,0,0.78,0.512,41,41,205.7,569,1,1.146,1.829,Blake Griffin,33,3,4.146,3.78,0.341,1610612738,0.537,0,250,13
0.694,0.245,12,1,26,1,1.245,0.49,0.163,2.551,1.327,0,0.857,0.612,49,41,205.7,480,1,0.653,1.714,Taj Gibson,37,3,3.429,1.898,0.306,1610612764,0.531,1,232,14
1.026,0.684,13,5,18,1,2.0,0.684,0.158,3.289,1.816,0,1.105,0.605,38,1,210.8,457,1,1.605,1.684,Goga Bitadze,23,4,4.395,3.605,0.421,1610612753,0.579,0,250,4
1.333,0.111,5,2,20,1,1.667,4.222,1.296,6.148,2.074,0,0.778,0.667,27,2,198.1,459,0,0.148,1.704,Evan Fournier,30,2,6.111,1.815,0.593,1610612752,0.815,0,205,11
0.719,0.656,10,1,-1,-1,1.906,1.094,0.406,3.375,1.906,0,1.406,0.938,32,1,195.6,480,0,0.844,1.625,Javonte Green,29,2,5.156,2.75,0.75,1610612741,0.625,0,205,4
0.588,0.294,15,1,-1,-1,2.941,4.824,1.941,7.647,3.471,0,1.0,0.824,17,17,200.7,320,0,0.588,1.529,Julian Champagnie,21,3,9.706,3.529,0.353,1610612759,0.647,0,217,0
